Domain,Url,Product_id,Time,Rating,Comment
yes24.vn,https://www.yes24.vn/hop-com-kova-1l-mau-xanh-la-tclg-p989778.html,989778,2018-08-20_14-01-25,5,"Giao hàng nhanh, chất lượng và màu sắc tốt"
yes24.vn,https://www.yes24.vn/hop-com-kova-1l-mau-xanh-la-tclg-p989778.html,989778,2014-04-03_16-21-33,5,"Mình mới nhận được sản phẩm, khóa chắc chắn, màu sắc đẹp nhưng hơi nhỏ."
yes24.vn,https://www.yes24.vn/to-thuy-tinh-luminarc-romance-pink-18cm-p1909027.html,1909027,2018-11-10_11-50-37,5,"sp đẹp, đóng gói cẩn thận"
yes24.vn,https://www.yes24.vn/to-thuy-tinh-luminarc-romance-pink-18cm-p1909027.html,1909027,2018-06-26_20-12-48,5,"Sp nhe, sang trọng ,"
yes24.vn,https://www.yes24.vn/vong-tay-chong-con-trung-uncle-bills-ag2154-p1807773.html,1807773,2018-07-25_06-56-58,4,Không thấy đề đeo vòng này được bao lâu. Vòng ướp hương xả chanh nên đuổi được côn trùng
yes24.vn,https://www.yes24.vn/bo-3-hop-thuy-tinh-glass-container-rectanguler-set-3pcs-400-715-1100-ml-glasslock-gl1044-p1808391.html,1808391,2018-11-10_09-24-48,5,"sản phẩm đẹp, giao hàng nhanh"
yes24.vn,https://www.yes24.vn/bo-3-hop-thuy-tinh-glass-container-rectanguler-set-3pcs-400-715-1100-ml-glasslock-gl1044-p1808391.html,1808391,2018-11-09_16-06-32,5,đúng như hình chất lượng
yes24.vn,https://www.yes24.vn/bo-3-hop-thuy-tinh-glass-container-rectanguler-set-3pcs-400-715-1100-ml-glasslock-gl1044-p1808391.html,1808391,2017-09-21_10-00-08,5,đaã mua 2 bộ rồi
yes24.vn,https://www.yes24.vn/bo-3-hop-thuy-tinh-glass-container-rectanguler-set-3pcs-400-715-1100-ml-glasslock-gl1044-p1808391.html,1808391,2017-09-21_09-59-52,5,"sẩn phẩm dày đẹp,"
yes24.vn,https://www.yes24.vn/bo-3-hop-thuy-tinh-glass-container-rectanguler-set-3pcs-400-715-1100-ml-glasslock-gl1044-p1808391.html,1808391,2017-09-20_13-03-18,5,"hàng đẹp, giá lại rẻ"
yes24.vn,https://www.yes24.vn/to-thuy-tinh-glasslock-container-1000ml-mbcb100-p1808839.html,1808839,2017-08-25_11-18-58,5,đã mua 3 sản phẩm
yes24.vn,https://www.yes24.vn/to-thuy-tinh-glasslock-container-1000ml-mbcb100-p1808839.html,1808839,2017-08-23_14-39-00,5,"đã nhận hàng, sản phẩm đẹp"
yes24.vn,https://www.yes24.vn/to-thuy-tinh-glasslock-container-1000ml-mbcb100-p1808839.html,1808839,2017-08-15_08-56-31,5,"rất đẹp,"
yes24.vn,https://www.yes24.vn/to-thuy-tinh-glasslock-container-1000ml-mbcb100-p1808839.html,1808839,2017-07-30_20-35-16,5,"Sản phẩm dày đẹp,"
yes24.vn,https://www.yes24.vn/to-thuy-tinh-glasslock-container-1000ml-mbcb100-p1808839.html,1808839,2017-05-27_10-20-03,5,"Đã nhận hàng , hộp đẹp giống hình"
yes24.vn,https://www.yes24.vn/honeydeal2-combo-tinh-dau-que-10ml-va-sa-chanh-lorganic-10ml-lgn0048-p1878012.html,1878012,2018-07-23_10-32-15,2,giao hang tinh dau do ra ngoai het
yes24.vn,https://www.yes24.vn/honeydeal2-combo-tinh-dau-que-10ml-va-sa-chanh-lorganic-10ml-lgn0048-p1878012.html,1878012,2018-01-08_13-18-21,5,"Hương thơm, mùi dễ chịu, thoải mái"
yes24.vn,https://www.yes24.vn/combo-den-xong-tinh-dau-thuy-tinh-xanh-duong-va-tinh-dau-sa-chanh-lorganic-10ml-lgn0044-p1878008.html,1878008,2018-11-01_21-02-15,5,"Nhỏ gọn, ko biết chất liệu thế nào"
yes24.vn,https://www.yes24.vn/combo-den-xong-tinh-dau-thuy-tinh-xanh-duong-va-tinh-dau-sa-chanh-lorganic-10ml-lgn0044-p1878008.html,1878008,2018-03-29_08-10-28,5,"sản phẩm đẹp, gói cẩn thận nhưng của trung quốc không thích lắm"
yes24.vn,https://www.yes24.vn/binh-giu-nhiet-400ml-locklock-one-hand-tumbler-lhc4028b-p1897664.html,1897664,2018-11-24_16-34-38,5,giao hàng nhanh . sản phẩm tốt
yes24.vn,https://www.yes24.vn/binh-giu-nhiet-400ml-locklock-one-hand-tumbler-lhc4028b-p1897664.html,1897664,2018-02-12_10-47-49,5,"hàng đẹp chất lượng, giữ nhiệt lâu"
yes24.vn,https://www.yes24.vn/binh-giu-nhiet-400ml-locklock-one-hand-tumbler-lhc4028sg-p1897661.html,1897661,2018-11-19_10-29-52,5,"hàng xịn, chính hãng"
yes24.vn,https://www.yes24.vn/binh-giu-nhiet-locklock-colorful-tumbler-330ml-mau-den-lhc3221blk-p1909250.html,1909250,2018-11-19_20-03-15,5,"Bình đẹp. Gọn, bé đi học tiện lợi"
yes24.vn,https://www.yes24.vn/binh-giu-nhiet-locklock-vienna-500ml-lhc1430sv-p1935682.html,1935682,2018-07-31_15-04-43,5,"Đã nhận hàng, bình ok đẹp"
yes24.vn,https://www.yes24.vn/to-thuy-tinh-luminarc-ikumi-18cm-p1909033.html,1909033,2018-11-10_11-51-00,5,"sp đẹp, đóng gói cẩn thận"
yes24.vn,https://www.yes24.vn/to-thuy-tinh-luminarc-ikumi-18cm-p1909033.html,1909033,2018-08-03_19-02-44,5,"sản phẩm đẹp giống hình, chất lượng tốt"
yes24.vn,https://www.yes24.vn/to-thuy-tinh-luminarc-ikumi-18cm-p1909033.html,1909033,2018-07-14_12-37-41,5,"Tô vừa, đẹp, đóng gói cẩn thận"
yes24.vn,https://www.yes24.vn/to-thuy-tinh-luminarc-ikumi-18cm-p1909033.html,1909033,2018-04-05_13-59-47,5,"Tô dày, màu sắc đẹp như hình mẫu"
yes24.vn,https://www.yes24.vn/tranh-in-khi-ban-bo-cuoc-hay-nho-lai-ly-do-ma-ban-bat-dau-40-x-60cm-dekor-al076-p1968790.html,1968790,2018-11-16_14-38-39,5,Tranh rất đẹp.. được mã giảm tận 400k
yes24.vn,https://www.yes24.vn/tranh-in-khi-ban-bo-cuoc-hay-nho-lai-ly-do-ma-ban-bat-dau-40-x-60cm-dekor-al076-p1968790.html,1968790,2018-11-15_20-37-06,5,"good , đẹp và rẻ"
yes24.vn,https://www.yes24.vn/vo-chan-everon-print-180x200cmevc1820ep1627-p1660091.html,1660091,2018-11-15_12-50-24,5,"Sau 13 ngày chờ đợi mới nhận được hàng, dạo này yes làm ăn chán QUÁ, lúc THÌ chậm rì lúc thì đặt 2 món gửi 1 món tính tiền 2 món, đặt size M thì gửi L."
yes24.vn,https://www.yes24.vn/vo-chan-everon-print-180x200cmevc1820ep1627-p1660091.html,1660091,2018-08-23_09-33-09,5,sp đẹp hơn mong đợi
yes24.vn,https://www.yes24.vn/vo-goi-om-everon-print-60x80cmevg6080ep1632-p1660251.html,1660251,2018-11-17_08-34-21,5,"Vỏ gối đẹp từ chất liệu đến mầu sắc và hoa văn, cảm ơn yes24, everon"
yes24.vn,https://www.yes24.vn/vo-goi-om-everon-print-80x100cmevg80100ep1625-p1660053.html,1660053,2018-11-26_08-29-50,5,In hoa rất đẹp
yes24.vn,https://www.yes24.vn/vo-goi-om-everon-print-80x100cmevg80100ep1625-p1660053.html,1660053,2018-11-15_13-07-24,5,Rất hài lòng
yes24.vn,https://www.yes24.vn/vo-goi-om-everon-print-80x100cmevg80100ep1625-p1660053.html,1660053,2018-11-08_09-12-55,5,"Rất đẹp, giao nhanh"
yes24.vn,https://www.yes24.vn/vo-goi-om-everon-print-80x100cmevg80100ep1625-p1660053.html,1660053,2018-10-19_19-27-50,5,Cũng tạm được
yes24.vn,https://www.yes24.vn/mang-boc-thuc-pham-laspalm-30cmx400m-dao-nhua-xanh-mbtp00070674-p1724896.html,1724896,2016-11-24_09-52-41,5,"Yes giao hàng nhanh, sản phẩm như hình."
yes24.vn,https://www.yes24.vn/bo-3-lo-gia-vi-thuy-tinh-renga-370ml-131568-p1703779.html,1703779,2018-06-26_12-56-44,5,Hàng đẹp đóng gói cẩn thận
yes24.vn,https://www.yes24.vn/bo-3-lo-gia-vi-thuy-tinh-renga-370ml-131568-p1703779.html,1703779,2016-12-24_15-49-28,5,"hàng đẹp, giống như hình"
yes24.vn,https://www.yes24.vn/bo-3-lo-gia-vi-thuy-tinh-renga-370ml-131568-p1703779.html,1703779,2016-12-22_15-20-45,5,hu dep. ok
yes24.vn,https://www.yes24.vn/bo-lau-nha-360-do-cao-cap-queen-korea-p1767871.html,1767871,2018-09-14_12-41-07,5,Đã nhận hàng
yes24.vn,https://www.yes24.vn/bo-cay-lau-nha-xoay-tay-360-do-locklock-xanh-duong-2-white-mop-1-purple-mop-mopq21-p1782151.html,1782151,2018-04-23_17-02-03,5,đã nhận hàng. Sp đẹp. Chất lượng chắc ok.
yes24.vn,https://www.yes24.vn/bo-cay-lau-nha-xoay-tay-360-do-locklock-xanh-duong-2-white-mop-1-purple-mop-mopq21-p1782151.html,1782151,2017-12-12_08-55-29,5,"tốt,chất lượng"
yes24.vn,https://www.yes24.vn/bo-4-chai-nuoc-suc-mieng-bao-ve-rang-mieng-dr-dental-250ml-x4-4462425-p1786474.html,1786474,2018-11-16_15-36-29,5,"SP dùng thích, mình đã dùng rồi vị hơi cay nhẹ. Còn các tác dụng chắc web nói hơi quá!!!"
yes24.vn,https://www.yes24.vn/bo-3-hu-dung-gia-vi-canister-250ml-3pcs-glasslock-ig785-p1808417.html,1808417,2017-12-12_01-50-48,5,"Hàng đẹp, chất liệu tốt đúng như hình"
yes24.vn,https://www.yes24.vn/bo-ga-chun-180200-everon-lite-eve1717-elbgc1820eve1717-p1792938.html,1792938,2018-11-24_10-07-13,5,"hàng đẹp, giao hàng nhanh"
yes24.vn,https://www.yes24.vn/bo-ga-chun-180200-everon-lite-eve1717-elbgc1820eve1717-p1792938.html,1792938,2018-11-21_08-36-41,5,"dã nhan hang, rat dep"
yes24.vn,https://www.yes24.vn/bo-ga-chun-180200-everon-lite-eve1717-elbgc1820eve1717-p1792938.html,1792938,2018-08-20_20-47-17,5,"rất ưng ý với mẫu này. giá giảm rẻ, đẹp"
yes24.vn,https://www.yes24.vn/bo-3-hu-gia-vi-canister-3pcs-set350-500-815ml-glasslock-ig674-p1808415.html,1808415,2017-12-02_15-12-04,5,"Nhận hàng rồi, sản phẩm có nắp màu nâu."
yes24.vn,https://www.yes24.vn/lo-thuy-tinh-glass-canister-2000-ml-glasslock-ip592-p1808833.html,1808833,2018-11-30_11-30-37,5,"sản phẩm dày.,yes đóng gói rất kỹ"
yes24.vn,https://www.yes24.vn/lo-thuy-tinh-glass-canister-2000-ml-glasslock-ip592-p1808833.html,1808833,2017-08-25_11-19-23,5,"sản phẩm đẹp, dày"
yes24.vn,https://www.yes24.vn/hu-dung-gia-vi-canister-815ml-glasslock-ip531ln-p1808828.html,1808828,2018-11-15_13-27-47,5,"Sản phẩm đẹp, chất liệu thủy tinh cao cấp và dày dặn. Kiểu dáng dễ thương."
yes24.vn,https://www.yes24.vn/hu-dung-gia-vi-canister-815ml-glasslock-ip531ln-p1808828.html,1808828,2017-07-22_13-34-26,5,thủy tinh đẹp thanks yes
yes24.vn,https://www.yes24.vn/hu-dung-gia-vi-canister-815ml-glasslock-ip531ln-p1808828.html,1808828,2017-07-22_13-31-20,5,thủy tinh đẹp thanks yes
yes24.vn,https://www.yes24.vn/bo-3-hop-com-su-kem-tui-cao-cap-dong-hwa-b150501s302-p1812417.html,1812417,2018-04-28_01-23-10,5,Hộp cơm bé và không long lanh như trên hình. Còn túi đựng hộp thì khá đẹp.
yes24.vn,https://www.yes24.vn/bo-6-ly-cao-thuy-tinh-luminarc-neo-310ml-j0755-p1832624.html,1832624,2018-11-12_19-24-00,5,da nhan duoc hang
yes24.vn,https://www.yes24.vn/khau-trang-tre-em-perfetta-2-lop-610-tuoi-35-caihop-188080-p1833644.html,1833644,2018-10-27_12-09-55,5,"sản phẩm tốt, nhưng hơi mỏng"
yes24.vn,https://www.yes24.vn/khau-trang-tre-em-perfetta-2-lop-610-tuoi-35-caihop-188080-p1833644.html,1833644,2018-07-28_22-40-08,5,Sản phẩm dùng tốt
yes24.vn,https://www.yes24.vn/khau-trang-tre-em-perfetta-2-lop-610-tuoi-35-caihop-188080-p1833644.html,1833644,2018-03-27_16-00-39,5,"đã nhận được hàng, đẹp"
yes24.vn,https://www.yes24.vn/khau-trang-tre-em-perfetta-2-lop-610-tuoi-35-caihop-188080-p1833644.html,1833644,2017-11-06_03-14-07,5,"Dùng tốt, mềm"
yes24.vn,https://www.yes24.vn/bep-gas-doi-mat-kinh-dong-thaukieng-chan-gio-soho-7slimglvcg-p1853955.html,1853955,2018-11-12_14-55-01,3,"Đã nhận hàng , giao nhanh, going hình"
yes24.vn,https://www.yes24.vn/bep-gas-doi-mat-kinh-dong-thaukieng-chan-gio-soho-7slimglvcg-p1853955.html,1853955,2018-11-08_14-05-56,5,"ĐÃ NHẬN HÀNG, GIAO NHANH, GIỐNG NHƯ HÌNH, MỖI TỘI QUÊN K ĐIỀN MÃ GIẢM GIÁ ĐỂ BỚT 34K."
yes24.vn,https://www.yes24.vn/bo-3-tinh-dau-huong-hoa-ngoc-lan-tay-oai-huong-huong-thao-lorganic-lgn0037-p1852385.html,1852385,2018-01-07_08-20-36,5,"Sản phẩm đóng gói cẩn thận, giao hàng nhanh, tinh dầu mùi thơm dễ chịu, mình dùng để xông phòng ngủ để thư giãn."
yes24.vn,https://www.yes24.vn/banh-xa-phong-tay-rua-vet-ban-tren-vai-astonish-75g-c2990-p1867395.html,1867395,2018-11-19_10-57-03,5,Đã nhận hàng
yes24.vn,https://www.yes24.vn/banh-xa-phong-tay-rua-vet-ban-tren-vai-astonish-75g-c2990-p1867395.html,1867395,2018-11-15_12-55-45,5,Sp dùng giặt tất rất sạch
yes24.vn,https://www.yes24.vn/bo-tui-com-hop-locklock-lunch-box-wstripe-pattern-bag-blue-hpl758s3sb-p1878103.html,1878103,2018-11-16_22-12-03,5,nhìn đẹp quá
yes24.vn,https://www.yes24.vn/bo-tui-com-hop-locklock-lunch-box-wstripe-pattern-bag-blue-hpl758s3sb-p1878103.html,1878103,2018-11-16_22-11-33,1,nhìn đẹp quá
yes24.vn,https://www.yes24.vn/bo-ga-chun-chan-everon-160x200cm-ebgct1620ep1640-p1884033.html,1884033,2018-11-28_22-05-06,5,Rat dep. Chat luong tot
yes24.vn,https://www.yes24.vn/bo-ga-chun-chan-everon-160x200cm-ebgct1620ep1640-p1884033.html,1884033,2017-12-22_15-58-39,5,"Đã nhận được hàng, màu sắc đẹp, trẻ trung."
yes24.vn,https://www.yes24.vn/bo-do-an-locklock-hello-kitty-5-mon-lkt423s4-p1878095.html,1878095,2018-09-02_10-36-58,5,hang dep gia tot
yes24.vn,https://www.yes24.vn/bo-do-an-locklock-hello-kitty-5-mon-lkt423s4-p1878095.html,1878095,2018-05-04_17-46-04,5,Sản phẩm còn nguyên hộp => đẹp.
yes24.vn,https://www.yes24.vn/bo-do-an-locklock-hello-kitty-5-mon-lkt423s4-p1878095.html,1878095,2018-05-04_15-46-06,5,"Đã nhận hàng, hàng đẹp, dễ thương!"
yes24.vn,https://www.yes24.vn/bo-do-an-locklock-hello-kitty-5-mon-lkt423s4-p1878095.html,1878095,2017-12-27_13-48-58,5,Sản phẩm như hình
yes24.vn,https://www.yes24.vn/bo-do-an-locklock-hello-kitty-5-mon-lkt423s4-p1878095.html,1878095,2017-12-05_13-12-28,5,"hàng đẹp, giá tốt"
yes24.vn,https://www.yes24.vn/thanh-treo-tuong-inox-da-nang-khong-can-khoan-tuong-ong-16mm-prota-pt1214-p1896972.html,1896972,2018-11-27_09-29-36,5,hài lòng sản phẩm
yes24.vn,https://www.yes24.vn/thanh-treo-tuong-inox-da-nang-khong-can-khoan-tuong-ong-16mm-prota-pt1214-p1896972.html,1896972,2018-08-02_14-53-52,5,"Đã nhận hàng, giao nhanh, hàng chắc chắn"
yes24.vn,https://www.yes24.vn/thanh-treo-tuong-inox-da-nang-khong-can-khoan-tuong-ong-16mm-prota-pt1214-p1896972.html,1896972,2018-05-03_15-09-58,5,thanh treo bằng inox chắc chắn chứ không mảnh và yếu như hàng đồng giá tại các siêu thị Nhật ạ.
yes24.vn,https://www.yes24.vn/thanh-treo-tuong-inox-da-nang-khong-can-khoan-tuong-ong-16mm-prota-pt1214-p1896972.html,1896972,2018-03-28_09-39-13,5,Thanh treo có thể điều chỉnh dài nhất và ngắn nhất là bao nhiêu cm?
yes24.vn,https://www.yes24.vn/gay-gap-rac-inox-304-goda-gd1209-p1896968.html,1896968,2018-10-30_10-05-22,5,"Da nhan dc hg,sp ok"
yes24.vn,https://www.yes24.vn/gay-gap-rac-inox-304-goda-gd1209-p1896968.html,1896968,2018-08-30_16-58-20,5,"Da nhan hang, sp OK"
yes24.vn,https://www.yes24.vn/hop-thuc-pham-co-ro-rao-nuoc-prota-pt961-p1896995.html,1896995,2018-08-30_16-57-02,5,"Da nhan hang, sp ok"
yes24.vn,https://www.yes24.vn/hop-thuc-pham-co-ro-rao-nuoc-prota-pt961-p1896995.html,1896995,2018-03-21_18-44-43,5,Hộp nhỏ hơn mong đợi. Tiện dụng.
yes24.vn,https://www.yes24.vn/hop-thuc-pham-co-ro-rao-nuoc-prota-pt961-p1896995.html,1896995,2018-03-21_18-44-37,5,Hộp nhỏ hơn mong đợi. Tiện dụng.
yes24.vn,https://www.yes24.vn/hop-thuc-pham-co-ro-rao-nuoc-prota-pt961-p1896995.html,1896995,2018-03-02_07-38-20,5,"Hộp đẹp, kích thước to hơn một chút so với thông tin yes cập nhật (20x14,5x7)"
yes24.vn,https://www.yes24.vn/goi-long-vu-novelle-feather-48x74cm-120026-p1907805.html,1907805,2018-10-05_09-39-38,5,gối long vũ mềm nhưng vỏ bọc ngoài long vũ hơi cứng. Nếu vỏ bọc mềm hơn thì tốt hơn
yes24.vn,https://www.yes24.vn/noi-thuy-tinh-luminarc-amberline-granite-3l-n1769-p1908758.html,1908758,2018-10-27_12-21-05,5,"đã nhận hàng, thủy tinh dày dep, dĩa tặng kèm xinh"
yes24.vn,https://www.yes24.vn/noi-thuy-tinh-luminarc-amberline-granite-3l-n1769-p1908758.html,1908758,2018-09-28_10-04-50,5,đã nhận hàng.thank yes
yes24.vn,https://www.yes24.vn/noi-thuy-tinh-luminarc-amberline-granite-3l-n1769-p1908758.html,1908758,2018-09-25_09-02-03,5,"đã nhận hàng, hàng đẹp. Cảm ơn YES24!"
yes24.vn,https://www.yes24.vn/noi-thuy-tinh-luminarc-amberline-granite-3l-n1769-p1908758.html,1908758,2018-09-18_09-51-08,5,"Đã nhận được hàng, hàng đẹp, đóng gói cẩn thận."
yes24.vn,https://www.yes24.vn/to-thuy-tinh-luminarc-ikumi-21cm-p1909034.html,1909034,2018-08-03_19-02-31,5,"sản phẩm đẹp giống hình, chất lượng tốt"
yes24.vn,https://www.yes24.vn/vo-goi-3550cm-evg3550ep1639-p1909976.html,1909976,2018-09-28_14-10-33,5,"hàng đẹp , chất vải dày dặn"
yes24.vn,https://www.yes24.vn/vo-goi-3550cm-evg3550ep1639-p1909976.html,1909976,2018-08-04_10-05-04,5,"Vải mát,hoa văn đẹp"
yes24.vn,https://www.yes24.vn/vo-goi-3550cm-evg3550ep1639-p1909976.html,1909976,2018-04-10_14-39-30,5,"Hàng đẹp chất lượng, giá hợp lý. chờ 2 tuần mới nhận được hàng"
yes24.vn,https://www.yes24.vn/vo-goi-3550cm-evg3550ep1639-p1909976.html,1909976,2018-04-10_14-25-42,5,"hàng đẹp, giá hợp lí"
yes24.vn,https://www.yes24.vn/vo-goi-3550cm-evg3550ep1639-p1909976.html,1909976,2018-04-03_08-40-25,5,"Hàng đã nhận, hàng đẹp, chất lượng, giá hợp lý. Thanks yes nhé!"
yes24.vn,https://www.yes24.vn/bo-5-mon-chan-ga-he-thu-poly-kitty-co-kem-chan-05-p1916693.html,1916693,2018-07-09_09-09-53,2,"sản phẩm không giống màu đã đặt, vải tạm"
yes24.vn,https://www.yes24.vn/bo-5-mon-ga-chun-1m6-kem-vo-chan-poly-xanh-mint-p1918599.html,1918599,2018-06-27_10-12-29,5,Hàng đẹp so với giá giảm .
yes24.vn,https://www.yes24.vn/bo-5-mon-ga-chun-1m6-kem-vo-chan-poly-xanh-mint-p1918599.html,1918599,2018-06-19_20-38-10,5,"sản phẩm đẹp như hình, giá rất tốt"
yes24.vn,https://www.yes24.vn/binh-dung-dau-voi-nap-mo-tu-dong-550ml-locklock-cko101red-p1935887.html,1935887,2018-08-31_15-35-02,5,"Sản phẩm rất đẹp, hài lòng"
yes24.vn,https://www.yes24.vn/binh-dung-dau-voi-nap-mo-tu-dong-550ml-locklock-cko101red-p1935887.html,1935887,2018-08-11_09-16-14,5,Hàng đẹp khá ok
yes24.vn,https://www.yes24.vn/binh-dung-dau-voi-nap-mo-tu-dong-550ml-locklock-cko101red-p1935887.html,1935887,2018-07-18_10-20-22,5,"Sản phẩm rất đẹp, hài lòng"
yes24.vn,https://www.yes24.vn/bo-5-mon-ga-chun-cotton-lua-poly-kem-vo-chan-hoa-tiet-meo-va-ca-p1944027.html,1944027,2018-11-11_17-16-27,5,"SP màu sắc, họa tiết dễ thương. Song với chất liệu vải mỏng, khô thì giá gần 1 triệu 500 là quá đắt. Giá trên thị trường chỉ 1/2 giá của Yes24. Tôi mua giá đã giảm nên tạm hài lòng. Yes24 rao hàng với giá quá cao rồi giảm như vậy thì khách hàng sẽ ko có ai hài lòng cả."
yes24.vn,https://www.yes24.vn/combo-3-hop-thuy-tinh-luminarc-pure-dahlia-vuong-760ml-p1944775.html,1944775,2018-11-22_16-09-14,5,"Hàng đẹp, dày dặn"
yes24.vn,https://www.yes24.vn/combo-3-hop-thuy-tinh-luminarc-pure-dahlia-vuong-760ml-p1944775.html,1944775,2018-10-05_16-48-33,5,"Đã nhận hàng, hàng đẹp"
yes24.vn,https://www.yes24.vn/combo-3-hop-thuy-tinh-luminarc-pure-dahlia-vuong-760ml-p1944775.html,1944775,2018-09-29_14-56-36,5,Thoi gian giao hang lau qua
yes24.vn,https://www.yes24.vn/can-suc-khoe-ariranglife-ars18c-p1956238.html,1956238,2018-11-06_21-02-39,5,"Sp giống hình, thích"
yes24.vn,https://www.yes24.vn/ruot-goi-gia-long-vu-micro-fiber-grand-45-x-65cm-rgd-k-4565-p1944920.html,1944920,2018-10-29_14-12-25,5,Không phải loại ép hơi chân không trong bao bì. Êm.
yes24.vn,https://www.yes24.vn/chen-an-tre-em-hello-kitty-co-quai-cam-locklock-lkt409-p1948896.html,1948896,2018-11-26_22-01-39,5,"Cỡ như bát ăn cơm nhưng nông hơn, có 2 quai cầm nên tiện cho bé giữ bát"
yes24.vn,https://www.yes24.vn/khan-mat-gia-dinh-nontwist-mollis-fm8b-1-khan-p1955364.html,1955364,2018-11-24_22-12-44,5,sp giống hình
yes24.vn,https://www.yes24.vn/bo-ga-chun-everon-180x200cm-eptk01-p1958655.html,1958655,2018-11-16_09-15-26,4,"Vải gối dày dặn, ga hơi mỏng, chất liệu đẹp, giá cả hợp lý"
yes24.vn,https://www.yes24.vn/khay-nuong-oval-3527j1339-p1465672.html,1465672,2017-06-07_17-25-27,5,"Đã nhận hàng, rất hài lòng"
yes24.vn,https://www.yes24.vn/khay-nuong-oval-3527j1339-p1465672.html,1465672,2017-03-27_12-41-53,5,Đã nhận hàng. OK
yes24.vn,https://www.yes24.vn/khau-trang-y-te-3-lop-perfetta-10-caibich-p1142787.html,1142787,2017-10-13_09-13-13,5,sản phẩm ok
yes24.vn,https://www.yes24.vn/khau-trang-y-te-3-lop-perfetta-10-caibich-p1142787.html,1142787,2016-10-28_17-07-55,5,sản phẩm tốt
yes24.vn,https://www.yes24.vn/khau-trang-y-te-3-lop-perfetta-10-caibich-p1142787.html,1142787,2016-09-30_09-34-27,5,Sp ok
yes24.vn,https://www.yes24.vn/khau-trang-y-te-3-lop-perfetta-10-caibich-p1142787.html,1142787,2014-03-26_10-11-10,5,"Đã nhận được hàng, tks yes"
yes24.vn,https://www.yes24.vn/dia-thuy-tinh-luminarc-carine-white-dinner-26cmd2367-p1463725.html,1463725,2018-09-04_21-25-12,5,"đĩa đẹp, mình hài lòng, cảm ơn Yes"
yes24.vn,https://www.yes24.vn/binh-nuoc-thuy-tinh-luminarc-tivoli-16lg2674-p1465911.html,1465911,2018-10-20_13-56-00,5,"Giao hàng nhanh, bình đẹp."
